account_id,total_amount,avg_amount,tx_count,avg_balance_diff,zero_balance_count,riskScore,class
C1455477306,240989.55,240989.55,1,10826.0,0,2.46,NORMAL
C1609389683,282301.45,282301.45,1,0.0,1,6.94,NORMAL
C407542871,597275.35,597275.35,1,315018.0,0,58.85,AT_RISK
C289174898,218426.02,218426.02,1,11375.0,0,2.45,NORMAL
C1868585037,100530.88,100530.88,1,20477.0,0,2.06,NORMAL
C449578669,151745.59,151745.59,1,0.0,1,1.72,NORMAL
C946683577,302462.96,302462.96,1,0.0,1,6.85,NORMAL
C1875539873,55571.23,55571.23,1,262.0,0,6.63,NORMAL
C1381942422,201199.96,201199.96,1,0.0,1,3.59,NORMAL
C976191623,3695.38,3695.38,1,620.0,0,14.83,NORMAL
C245717919,12856.13,12856.13,1,2056.0,0,12.05,NORMAL
C834587736,456183.91,456183.91,1,16127.0,0,16.05,NORMAL
C2030588908,79996.2,79996.2,1,26868.0,0,3.87,NORMAL
C1570698094,62852.58,62852.58,1,3536.0,0,5.39,NORMAL
C13727364,412639.56,412639.56,1,0.0,1,16.37,NORMAL
C1468822318,3331169.22,3331169.22,1,8412.0,0,74.17,AT_RISK
C605500145,110129.82,110129.82,1,0.0,1,2.97,NORMAL
C439669040,10323.52,10323.52,1,0.0,1,15.73,NORMAL
C762548370,835489.11,835489.11,1,3788.0,0,36.08,NORMAL
C1732920013,334219.68,334219.68,1,14449.0,0,6.92,NORMAL
C1147401468,168922.24,168922.24,1,168922.24,0,24.25,NORMAL
C95888305,39011.57,39011.57,1,821.0,0,8.2,NORMAL
C379005544,205229.97,205229.97,1,0.0,1,3.66,NORMAL
C2044588037,353600.95,353600.95,1,20777.0,0,7.63,NORMAL
C988213089,337577.65,337577.65,1,0.0,1,10.02,NORMAL
C129101560,513372.86,513372.86,1,28901.0,0,19.69,NORMAL
C2037480693,333090.73,333090.73,1,28102.0,0,8.73,NORMAL
C2044785767,69676.09,69676.09,1,470.0,0,5.23,NORMAL
C835453107,129975.57,129975.57,1,0.0,1,1.68,NORMAL
C1130130133,615022.27,615022.27,1,0.0,1,28.26,NORMAL
C1635287948,596080.31,596080.31,1,78390.51,0,30.96,NORMAL
C133737212,265380.96,265380.96,1,10111.0,0,3.8,NORMAL
C1153178802,640208.2,640208.2,1,11628.0,0,26.3,NORMAL
C813060377,203454.59,203454.59,1,0.0,1,3.56,NORMAL
C1791302646,58515.71,58515.71,1,1918.0,0,5.49,NORMAL
C630710783,21453.16,21453.16,1,21453.16,0,8.76,NORMAL
C938558265,349455.68,349455.68,1,50091.0,0,11.0,NORMAL
C800735391,168290.55,168290.55,1,0.0,1,2.8,NORMAL
C1662572005,58268.14,58268.14,1,0.0,1,5.11,NORMAL
C1005997884,388315.29,388315.29,1,78543.0,0,16.36,NORMAL
C150824388,295354.82,295354.82,1,0.0,1,6.96,NORMAL
C446563989,119778.19,119778.19,1,0.0,1,2.11,NORMAL
C196736296,2138432.08,2138432.08,1,0.0,1,65.17,AT_RISK
C1091453035,27561.77,27561.77,1,0.0,1,10.13,NORMAL
C1569952970,125082.75,125082.75,1,50652.0,0,5.12,NORMAL
C1179249880,233327.16,233327.16,1,6170.0,0,3.57,NORMAL
C676627027,176369.59,176369.59,1,0.0,1,2.88,NORMAL
C2055583119,207910.69,207910.69,1,3896.0,0,3.48,NORMAL
C340644289,49452.05,49452.05,1,49452.049999999996,0,9.51,NORMAL
C401008202,227012.0,227012.0,1,0.0,1,5.28,NORMAL
C196774838,169707.97,169707.97,1,169707.96999999997,0,24.32,NORMAL
C865532918,16112.84,16112.84,1,0.0,1,13.16,NORMAL
C489156799,254933.19,254933.19,1,0.0,1,6.48,NORMAL
C2060950168,233363.57,233363.57,1,9106.0,0,2.61,NORMAL
C1325165537,252320.45,252320.45,1,0.0,1,5.82,NORMAL
C224523988,292914.32,292914.32,1,39939.0,0,6.61,NORMAL
C1851570325,459014.43,459014.43,1,170142.0,0,35.57,NORMAL
C910140643,136055.6,136055.6,1,10244.0,0,1.14,NORMAL
C1791283743,436767.81,436767.81,1,0.0,1,17.03,NORMAL
C1234700910,97082.94,97082.94,1,7916.0,0,2.69,NORMAL
C108521131,403474.55,403474.55,1,0.0,1,15.97,NORMAL
C755371465,26780.78,26780.78,1,0.0,1,10.38,NORMAL
C412981216,19171.11,19171.11,1,0.0,1,12.21,NORMAL
C2128681806,69974.58,69974.58,1,0.0,1,4.13,NORMAL
C256892977,297648.13,297648.13,1,0.0,1,6.78,NORMAL
C1405372551,2988.31,2988.31,1,1.0,0,15.54,NORMAL
C160753255,52346.29,52346.29,1,50570.0,0,9.03,NORMAL
C1409981705,88759.85,88759.85,1,49679.0,0,6.33,NORMAL
C1648273053,275180.0,275180.0,1,0.0,1,7.0,NORMAL
C149261458,44172.62,44172.62,1,44172.62,0,9.75,NORMAL
C1956667404,253174.08,253174.08,1,92943.0,0,11.94,NORMAL
C365854186,353186.54,353186.54,1,157679.0,0,25.8,NORMAL
C12082883,7739362.44,7739362.44,1,0.0,1,91.71,FRAUD
C1662732646,214637.82,214637.82,1,10055.0,0,2.56,NORMAL
C86659213,1290513.37,1290513.37,1,342.0,0,48.35,NORMAL
C510981264,56966.47,56966.47,1,56966.47,0,11.03,NORMAL
C1270671391,342548.28,342548.28,1,247091.0,0,40.08,NORMAL
C638186017,586771.81,586771.81,1,99142.0,0,33.56,NORMAL
C236384347,164187.58,164187.58,1,188.0,0,2.15,NORMAL
C971830512,143753.15,143753.15,1,8302.0,0,1.19,NORMAL
C340257095,118919.85,118919.85,1,39827.0,0,4.1,NORMAL
C2016959196,198427.92,198427.92,1,111.0,0,3.52,NORMAL
C792260486,91091.59,91091.59,1,0.0,1,3.59,NORMAL
C298190888,50919.36,50919.36,1,0.0,1,5.28,NORMAL
C1810331639,73568.21,73568.21,1,0.0,1,3.78,NORMAL
C372289560,513464.15,513464.15,1,101083.0,0,29.28,NORMAL
C378760111,286075.16,286075.16,1,468.0,0,5.09,NORMAL
C415472294,311613.58,311613.58,1,311613.58,0,46.11,NORMAL
C1306397949,21388.15,21388.15,1,5904.0,0,9.28,NORMAL
C373309002,142631.04,142631.04,1,22309.0,0,1.0,NORMAL
C788813924,46075.83,46075.83,1,0.0,1,5.85,NORMAL
C1968518833,261906.75,261906.75,1,394.0,0,4.77,NORMAL
C94315822,43799.97,43799.97,1,0.0,1,5.83,NORMAL
C1364895655,269978.25,269978.25,1,5043.0,0,5.17,NORMAL
C2030094732,249366.01,249366.01,1,249366.00999999998,0,37.47,NORMAL
C1090540143,148833.16,148833.16,1,0.0,1,1.72,NORMAL
C356788223,18102.02,18102.02,1,18102.020000000004,0,9.15,NORMAL
C793507905,194089.92,194089.92,1,28329.0,0,2.93,NORMAL
C1279537880,99235.27,99235.27,1,5295.0,0,3.56,NORMAL
C1575774815,300488.1,300488.1,1,73710.0,0,10.64,NORMAL
C1918993676,40203.36,40203.36,1,0.0,1,6.59,NORMAL
C1808780297,382622.16,382622.16,1,99015.48,0,19.05,NORMAL
C560315155,30845.34,30845.34,1,0.0,1,9.74,NORMAL
C1942272975,199880.28,199880.28,1,0.0,1,3.34,NORMAL
C469060492,110930.47,110930.47,1,100253.0,0,13.86,NORMAL
C651800517,217025.31,217025.31,1,0.0,1,4.93,NORMAL
C800638211,206829.0,206829.0,1,0.0,1,3.54,NORMAL
C1081162458,127702.71,127702.71,1,0.0,1,1.59,NORMAL
C87456980,521316.4,521316.4,1,25218.0,0,19.62,NORMAL
C1593508387,231059.66,231059.66,1,10052.0,0,2.34,NORMAL
C1509984484,243914.97,243914.97,1,65060.0,0,8.63,NORMAL
C1354116687,145249.47,145249.47,1,340.0,0,2.78,NORMAL
C81113387,38772.69,38772.69,1,0.0,1,6.78,NORMAL
C423778662,2731764.99,2731764.99,1,0.0,1,72.04,AT_RISK
C572744783,61870.9,61870.9,1,44404.0,0,7.65,NORMAL
C994561171,293281.28,293281.28,1,0.0,1,7.06,NORMAL
C1355703897,413850.62,413850.62,1,0.0,1,16.33,NORMAL
C1515868003,171035.96,171035.96,1,0.0,1,2.9,NORMAL
C1026951232,633739.39,633739.39,1,0.0,1,28.91,NORMAL
C692736144,21357.39,21357.39,1,0.0,1,11.61,NORMAL
C1689773194,62308.92,62308.92,1,0.0,1,4.74,NORMAL
C1231458347,710222.74,710222.74,1,42126.0,0,31.21,NORMAL
C182953202,108605.92,108605.92,1,96.0,0,3.9,NORMAL
C1039004368,199950.54,199950.54,1,50277.0,0,4.47,NORMAL
C681799614,134870.4,134870.4,1,0.0,1,1.55,NORMAL
C366375858,149545.23,149545.23,1,0.0,1,1.74,NORMAL
C1054934143,56254.46,56254.46,1,0.0,1,5.18,NORMAL
C98247698,143040.33,143040.33,1,4898.56,0,1.61,NORMAL
C2001552643,41221.86,41221.86,1,0.0,1,6.23,NORMAL
C624285879,183241.52,183241.52,1,0.0,1,3.15,NORMAL
C907385877,361279.29,361279.29,1,105.0,0,9.44,NORMAL
C1614605674,28870.21,28870.21,1,28711.0,0,9.7,NORMAL
C1620854958,366569.33,366569.33,1,0.0,1,12.46,NORMAL
C1592379180,4540603.49,4540603.49,1,805486.0,0,95.47,FRAUD
C1642064612,198835.6,198835.6,1,0.0,1,3.32,NORMAL
C1781474983,131005.02,131005.02,1,131005.01999999999,0,18.97,NORMAL
C1189484365,85252.12,85252.12,1,68033.0,0,11.36,NORMAL
C1884154323,158059.51,158059.51,1,52089.0,0,4.26,NORMAL
C242612180,259492.08,259492.08,1,50665.0,0,6.72,NORMAL
C89448147,185769.22,185769.22,1,69191.0,0,7.98,NORMAL
C1238436951,68482.93,68482.93,1,0.0,1,3.91,NORMAL
C544184049,370824.92,370824.92,1,706.0,0,10.49,NORMAL
C1252917072,155082.59,155082.59,1,155082.59000000003,0,21.78,NORMAL
C1184780682,15910.72,15910.72,1,0.0,1,13.43,NORMAL
C1574390693,195719.65,195719.65,1,43752.0,0,4.27,NORMAL
C1938699463,154936.85,154936.85,1,0.0,1,2.08,NORMAL
C891447294,5239523.37,5239523.37,1,101841.53,0,86.38,FRAUD
C219745205,164478.79,164478.79,1,0.0,1,2.4,NORMAL
C1600774576,82019.44,82019.44,1,0.0,1,4.41,NORMAL
C1410403197,113056.61,113056.61,1,9975.0,0,1.78,NORMAL
C430839738,379104.77,379104.77,1,288994.0,0,46.13,NORMAL
C1596485339,1337552.23,1337552.23,1,0.0,1,52.46,NORMAL
C465885441,148937.82,148937.82,1,81784.0,0,9.9,NORMAL
C873855857,258125.06,258125.06,1,14694.0,0,3.38,NORMAL
C1058933825,481957.03,481957.03,1,0.0,1,20.36,NORMAL
C154119585,315998.46,315998.46,1,0.0,1,8.01,NORMAL
C1765680369,651653.36,651653.36,1,0.0,1,29.51,NORMAL
C2030631811,77031.64,77031.64,1,37826.32,0,5.22,NORMAL
C1679126675,610367.71,610367.71,1,0.0,1,28.01,NORMAL
C1036473814,158374.53,158374.53,1,50225.74,0,4.08,NORMAL
C1186202401,200344.1,200344.1,1,79309.0,0,9.01,NORMAL
C1502843799,147330.51,147330.51,1,147330.51,0,20.63,NORMAL
C2126707236,65785.76,65785.76,1,0.0,1,4.28,NORMAL
C330337392,140496.1,140496.1,1,38930.0,0,2.99,NORMAL
C313182715,543368.04,543368.04,1,543368.04,0,67.07,AT_RISK
C1758310524,61810.89,61810.89,1,0.0,1,4.7,NORMAL
C520870429,265958.9,265958.9,1,0.0,1,6.93,NORMAL
C472901366,254060.3,254060.3,1,20137.0,0,2.84,NORMAL
C1337154860,46787.42,46787.42,1,20267.0,0,5.01,NORMAL
C1100671971,71383.0,71383.0,1,0.0,1,3.93,NORMAL
C878774178,293507.13,293507.13,1,274.0,0,5.21,NORMAL
C235487565,160939.29,160939.29,1,0.0,1,2.04,NORMAL
C283506748,102913.36,102913.36,1,0.0,1,3.17,NORMAL
C1740381403,243158.74,243158.74,1,1864.0,0,3.16,NORMAL
C2066853339,130499.44,130499.44,1,10518.0,0,1.25,NORMAL
C1079368103,136648.14,136648.14,1,0.0,1,1.68,NORMAL
C939349615,910043.16,910043.16,1,32365.0,0,37.55,NORMAL
C974832919,211327.12,211327.12,1,10201.0,0,2.46,NORMAL
C1378864520,10552.88,10552.88,1,10552.880000000005,0,11.47,NORMAL
C148642167,143342.49,143342.49,1,280.0,0,2.51,NORMAL
C70587178,118857.73,118857.73,1,0.0,1,1.91,NORMAL
C187615119,763090.35,763090.35,1,21037.0,0,30.15,NORMAL
C783806528,175571.35,175571.35,1,126685.49,0,16.73,NORMAL
C887593831,1048993.87,1048993.87,1,0.0,1,45.62,NORMAL
C1878861365,144661.27,144661.27,1,0.0,1,1.72,NORMAL
C306424415,55236.28,55236.28,1,14129.79,0,4.81,NORMAL
C2046905445,385604.17,385604.17,1,0.0,1,14.38,NORMAL
C1734084850,50788.8,50788.8,1,0.0,1,5.3,NORMAL
C703398069,11115.16,11115.16,1,11115.160000000003,0,11.32,NORMAL
C877014249,191790.69,191790.69,1,3171.0,0,2.54,NORMAL
C1323101813,266927.52,266927.52,1,9614.0,0,3.99,NORMAL
C48284025,80232.32,80232.32,1,0.0,1,3.95,NORMAL
C685703062,97816.9,97816.9,1,0.0,1,2.8,NORMAL
C2142754884,45073.8,45073.8,1,0.0,1,5.62,NORMAL
C912153697,1076207.72,1076207.72,1,0.0,1,46.75,NORMAL
C764643782,167326.07,167326.07,1,0.0,1,2.63,NORMAL
C2067338871,198190.86,198190.86,1,0.0,1,3.32,NORMAL
C2143875182,114277.54,114277.54,1,114277.54000000001,0,16.26,NORMAL
C563736801,196156.0,196156.0,1,82533.0,0,9.85,NORMAL
C1662289204,16267.16,16267.16,1,0.0,1,12.95,NORMAL
C597865509,102398.86,102398.86,1,0.0,1,3.01,NORMAL
C540461844,141187.37,141187.37,1,2000.0,0,2.03,NORMAL
C1769197808,228846.01,228846.01,1,52060.0,0,5.6,NORMAL
C1866791186,227909.26,227909.26,1,0.0,1,5.35,NORMAL
C1039302596,292921.85,292921.85,1,24833.0,0,4.18,NORMAL
C968201890,421822.0,421822.0,1,0.0,1,17.09,NORMAL
C383929943,181410.62,181410.62,1,0.0,1,2.86,NORMAL
C71277599,548098.63,548098.63,1,5187.0,0,21.93,NORMAL
C854184840,291146.38,291146.38,1,0.0,1,7.2,NORMAL
C965600545,1034.76,1034.76,1,816.0,0,15.9,NORMAL
C1079174282,117694.46,117694.46,1,0.0,1,1.98,NORMAL
C883255931,46848.1,46848.1,1,0.0,1,5.73,NORMAL
C1677740062,10084.04,10084.04,1,0.0,1,16.09,NORMAL
C1590110733,555575.91,555575.91,1,0.0,1,24.82,NORMAL
C2089148196,131324.07,131324.07,1,40396.0,0,3.56,NORMAL
C789753701,105827.85,105827.85,1,0.0,1,3.19,NORMAL
C965356935,35915.91,35915.91,1,0.0,1,8.3,NORMAL
C1612030565,31086.67,31086.67,1,22385.0,0,7.4,NORMAL
C1676464240,399900.09,399900.09,1,28614.0,0,12.53,NORMAL
C960341412,125904.9,125904.9,1,0.0,1,1.81,NORMAL
C1989953293,114806.33,114806.33,1,0.0,1,2.56,NORMAL
C381081068,19535.19,19535.19,1,19535.190000000002,0,9.06,NORMAL
C605736044,120955.24,120955.24,1,6282.0,0,2.46,NORMAL
C526559984,350461.43,350461.43,1,117911.85,0,21.13,NORMAL
C1065732964,216424.2,216424.2,1,0.0,1,4.98,NORMAL
C1665293797,301101.69,301101.69,1,5502.0,0,5.62,NORMAL
C1566397552,65889.32,65889.32,1,0.0,1,4.26,NORMAL
C1407482554,75842.08,75842.08,1,0.0,1,4.26,NORMAL
C1680716543,228902.7,228902.7,1,17948.0,0,2.78,NORMAL
C1864820099,48619.83,48619.83,1,0.0,1,5.71,NORMAL
C1945564501,99933.49,99933.49,1,11616.0,0,2.67,NORMAL
C1691890817,598461.84,598461.84,1,0.0,1,28.3,NORMAL
C1472832884,143513.6,143513.6,1,84655.0,0,10.02,NORMAL
C1633357357,30613.74,30613.74,1,30613.73999999999,0,9.37,NORMAL
C2141377504,487710.57,487710.57,1,0.0,1,20.8,NORMAL
C1059684532,162480.99,162480.99,1,0.0,1,2.19,NORMAL
C1973849512,21933.61,21933.61,1,0.0,1,11.19,NORMAL
C880687163,350009.7,350009.7,1,60982.55,0,12.21,NORMAL
C1754742262,309351.28,309351.28,1,158615.3,0,23.43,NORMAL
C156109302,385494.2,385494.2,1,8441.0,0,10.66,NORMAL
C2079759853,429875.34,429875.34,1,21292.0,0,13.54,NORMAL
C196245036,1403269.78,1403269.78,1,0.0,1,53.76,NORMAL
C2134901095,70338.31,70338.31,1,0.0,1,3.97,NORMAL
C217453228,445845.43,445845.43,1,0.0,1,17.73,NORMAL
C9247057,350594.82,350594.82,1,0.0,1,11.35,NORMAL
C232396169,266137.13,266137.13,1,20036.0,0,3.75,NORMAL
C1600113350,101772.46,101772.46,1,0.0,1,3.04,NORMAL
C1009611058,1329910.29,1329910.29,1,70693.79,0,52.91,NORMAL
C1376595949,44870.48,44870.48,1,44870.47999999998,0,9.81,NORMAL
C1471410715,330989.22,330989.22,1,21075.0,0,6.59,NORMAL
C1738220356,24937.94,24937.94,1,0.0,1,10.89,NORMAL
C1442712815,42739.36,42739.36,1,42739.36,0,9.59,NORMAL
C1130483820,130662.98,130662.98,1,16006.0,0,1.62,NORMAL
C960841583,274623.66,274623.66,1,54085.0,0,7.69,NORMAL
C1829661689,173227.15,173227.15,1,0.0,1,2.84,NORMAL
C27160275,91759.96,91759.96,1,110.0,0,4.4,NORMAL
C1198227650,2012423.72,2012423.72,1,688291.93,0,83.14,FRAUD
C1087470445,28498.02,28498.02,1,158.0,0,9.71,NORMAL
C2026416100,96230.87,96230.87,1,96230.87,0,14.49,NORMAL
C368329614,317331.73,317331.73,1,0.0,1,8.24,NORMAL
C549772321,468654.39,468654.39,1,61802.0,0,20.93,NORMAL
C1129015061,93077.61,93077.61,1,0.0,1,3.73,NORMAL
C53764087,188628.27,188628.27,1,0.0,1,3.73,NORMAL
C1842123476,629601.24,629601.24,1,0.0,1,28.83,NORMAL
C1418444094,227932.89,227932.89,1,0.0,1,5.35,NORMAL
C1342069378,40842.78,40842.78,1,40842.78,0,9.7,NORMAL
C564844280,34417.1,34417.1,1,0.0,1,8.3,NORMAL
C1859875288,300691.13,300691.13,1,92569.0,0,13.17,NORMAL
C1089402826,288419.85,288419.85,1,31060.0,0,5.2,NORMAL
C615727581,36258.12,36258.12,1,36258.12,0,9.69,NORMAL
C1274651727,331899.8,331899.8,1,0.0,1,9.85,NORMAL
C1229193071,127138.42,127138.42,1,0.0,1,1.76,NORMAL
C341644440,1830181.65,1830181.65,1,49520.0,0,59.41,AT_RISK
C757438401,376357.41,376357.41,1,23502.0,0,10.13,NORMAL
C1275783443,477259.87,477259.87,1,50977.0,0,19.52,NORMAL
C1073819123,132876.2,132876.2,1,0.0,1,1.53,NORMAL
C726221696,126272.68,126272.68,1,126272.68000000001,0,18.05,NORMAL
C1954830852,50401.31,50401.31,1,0.0,1,5.3,NORMAL
C1879835912,313121.39,313121.39,1,0.0,1,7.86,NORMAL
C723316053,42685.74,42685.74,1,0.0,1,5.95,NORMAL
C1119304589,4940.86,4940.86,1,0.0,1,19.36,NORMAL
C487512272,22169.65,22169.65,1,15843.0,0,8.58,NORMAL
C903098975,3616814.51,3616814.51,1,11511.0,0,77.16,AT_RISK
C1176746446,228774.15,228774.15,1,0.0,1,5.1,NORMAL
C112316255,329525.57,329525.57,1,0.0,1,9.56,NORMAL
C1407797846,331855.08,331855.08,1,79933.0,0,13.98,NORMAL
C1215548543,410427.67,410427.67,1,0.0,1,16.14,NORMAL
C467863283,63436.7,63436.7,1,16182.0,0,4.4,NORMAL
C1077265738,372751.19,372751.19,1,0.0,1,12.69,NORMAL
C1830705975,379855.9,379855.9,1,24778.0,0,10.31,NORMAL
C584129275,76147.76,76147.76,1,0.0,1,4.3,NORMAL
C1706166042,230836.63,230836.63,1,12613.0,0,2.51,NORMAL
C1117011498,145432.87,145432.87,1,0.0,1,1.86,NORMAL
C1651062510,576179.81,576179.81,1,2441.0,0,23.36,NORMAL
C642343270,277681.51,277681.51,1,25410.0,0,4.34,NORMAL
C1826109553,253329.04,253329.04,1,773.0,0,3.77,NORMAL
C591912919,101748.26,101748.26,1,7740.49,0,2.63,NORMAL
C1042442349,52665.51,52665.51,1,135.0,0,6.72,NORMAL
C1908145276,186763.22,186763.22,1,10613.0,0,1.37,NORMAL
C1092218591,261975.36,261975.36,1,0.0,1,6.96,NORMAL
C1253135230,320320.21,320320.21,1,28558.0,0,6.89,NORMAL
C1460860351,299962.03,299962.03,1,0.0,1,6.8,NORMAL
C374174796,185359.51,185359.51,1,0.0,1,3.71,NORMAL
C1924378826,1203327.17,1203327.17,1,0.0,1,50.34,NORMAL
C1320283595,17111.79,17111.79,1,0.0,1,12.8,NORMAL
C724339580,42063.09,42063.09,1,1287.0,0,7.36,NORMAL
C1189054692,48556.52,48556.52,1,0.0,1,5.71,NORMAL
C775395714,182929.32,182929.32,1,20531.0,0,0.7,NORMAL
C1222193455,110239.47,110239.47,1,0.0,1,2.95,NORMAL
C278526929,96192.3,96192.3,1,0.0,1,3.4,NORMAL
C1548679013,104481.48,104481.48,1,0.0,1,3.29,NORMAL
C1083897597,292016.27,292016.27,1,0.0,1,7.08,NORMAL
C1994756882,3088822.75,3088822.75,1,0.0,1,75.03,AT_RISK
C1167198421,227889.67,227889.67,1,20582.0,0,2.19,NORMAL
C602132293,33325.55,33325.55,1,33325.54999999999,0,9.5,NORMAL
C685133321,103000.19,103000.19,1,40118.0,0,4.51,NORMAL
C903359106,37438.7,37438.7,1,32057.0,0,8.71,NORMAL
C1798576800,279574.49,279574.49,1,751.0,0,4.85,NORMAL
C2118725038,920478.97,920478.97,1,0.0,1,40.58,NORMAL
C794392179,165130.94,165130.94,1,20065.0,0,0.5,NORMAL
C1263415200,134687.98,134687.98,1,0.0,1,1.55,NORMAL
C1286442459,18865.77,18865.77,1,0.0,1,12.27,NORMAL
C1566728087,214877.03,214877.03,1,17799.0,0,2.75,NORMAL
C780697705,196744.3,196744.3,1,196744.3,0,28.1,NORMAL
C249431672,249973.88,249973.88,1,249973.88,0,37.95,NORMAL
C1911095423,269366.8,269366.8,1,0.0,1,7.13,NORMAL
C1671096237,412655.69,412655.69,1,5079.0,0,13.36,NORMAL
C1131570700,237718.03,237718.03,1,41897.0,0,4.65,NORMAL
C523280854,107592.78,107592.78,1,0.0,1,3.17,NORMAL
C963258983,230808.19,230808.19,1,0.0,1,5.1,NORMAL
C1043178774,519751.03,519751.03,1,0.0,1,23.06,NORMAL
C1383747515,441012.77,441012.77,1,0.0,1,17.58,NORMAL
C2122852554,58714.47,58714.47,1,58714.47,0,11.27,NORMAL
C38333232,180486.42,180486.42,1,0.0,1,2.71,NORMAL
C1619628002,764886.5,764886.5,1,0.0,1,35.71,NORMAL
C353784361,4213.9,4213.9,1,0.0,1,19.76,NORMAL
C999321166,259303.65,259303.65,1,22479.0,0,3.21,NORMAL
C1690419695,46653.66,46653.66,1,786.0,0,6.98,NORMAL
C299948527,124215.74,124215.74,1,12050.0,0,1.46,NORMAL
C228381918,208877.04,208877.04,1,198232.82,0,28.25,NORMAL
C387196772,365185.62,365185.62,1,51373.0,0,12.21,NORMAL
C8252630,362368.49,362368.49,1,170341.0,0,28.48,NORMAL
C1719689544,35473.54,35473.54,1,35473.54000000004,0,9.57,NORMAL
C173227949,2321977.67,2321977.67,1,68108.0,0,67.33,AT_RISK
C1486671609,149173.19,149173.19,1,0.0,1,1.71,NORMAL
C676831860,787023.18,787023.18,1,214423.0,0,52.45,NORMAL
C983716067,1942964.74,1942964.74,1,229222.01,0,70.93,AT_RISK
C953437121,216868.1,216868.1,1,216868.1,0,32.81,NORMAL
C648343452,342027.3,342027.3,1,0.0,1,10.81,NORMAL
C286630667,108437.6,108437.6,1,0.0,1,3.16,NORMAL
C1688667094,219736.03,219736.03,1,0.0,1,5.03,NORMAL
C1926299848,156046.48,156046.48,1,0.0,1,1.69,NORMAL
C598711538,160464.68,160464.68,1,0.0,1,2.11,NORMAL
C784274279,158636.85,158636.85,1,61032.0,0,5.86,NORMAL
C1817321998,123306.08,123306.08,1,123306.08,0,17.59,NORMAL
C162052611,87112.22,87112.22,1,0.0,1,3.54,NORMAL
C1320261967,274008.1,274008.1,1,1592.0,0,4.57,NORMAL
C535673824,240981.78,240981.78,1,0.0,1,5.27,NORMAL
C1706893513,70080.5,70080.5,1,0.0,1,4.03,NORMAL
C2099274725,210564.13,210564.13,1,0.0,1,4.43,NORMAL
C1352340330,440409.46,440409.46,1,423416.0,0,59.57,AT_RISK
C330726572,31181.88,31181.88,1,0.0,1,9.66,NORMAL
C550329629,238647.54,238647.54,1,30197.0,0,3.19,NORMAL
C10282119,309004.82,309004.82,1,100.0,0,5.55,NORMAL
C166598393,32836.45,32836.45,1,0.0,1,9.17,NORMAL
C154188062,79184.2,79184.2,1,35930.0,0,4.39,NORMAL
C700285735,173922.92,173922.92,1,173922.92,0,25.14,NORMAL
C882180740,227746.92,227746.92,1,227746.91999999998,0,34.0,NORMAL
C764677709,93621.89,93621.89,1,0.0,1,3.84,NORMAL
C840358734,129152.84,129152.84,1,12483.0,0,1.8,NORMAL
C54294789,151525.99,151525.99,1,473.0,0,2.38,NORMAL
C1856208585,1521939.76,1521939.76,1,89630.0,0,57.16,AT_RISK
C243508130,59854.83,59854.83,1,0.0,1,5.01,NORMAL
C1935850261,90125.46,90125.46,1,10083.0,0,2.92,NORMAL
C1198166506,249590.45,249590.45,1,12552.0,0,2.87,NORMAL
C278870112,134218.5,134218.5,1,10065.0,0,1.23,NORMAL
C743752994,704747.27,704747.27,1,11494.0,0,29.39,NORMAL
C773860219,29228.07,29228.07,1,0.0,1,9.9,NORMAL
C1454109276,36565.77,36565.77,1,0.0,1,7.9,NORMAL
C512546956,135802.59,135802.59,1,10669.0,0,1.11,NORMAL
C1652405049,58911.5,58911.5,1,0.0,1,5.21,NORMAL
C920317205,40036.25,40036.25,1,40036.25,0,10.12,NORMAL
C1912755229,168794.39,168794.39,1,0.0,1,2.87,NORMAL
C383012908,116007.7,116007.7,1,20944.0,0,1.35,NORMAL
C1249605668,344693.63,344693.63,1,729.0,0,8.63,NORMAL
C1643814931,2145.79,2145.79,1,0.0,1,21.06,NORMAL
C454480486,99940.73,99940.73,1,0.0,1,2.84,NORMAL
C1746137753,240786.6,240786.6,1,0.0,1,5.27,NORMAL
C1473177110,44883.59,44883.59,1,0.0,1,5.66,NORMAL
C1787836567,10085.15,10085.15,1,10085.150000000001,0,12.27,NORMAL
C385749210,306968.11,306968.11,1,306968.11,0,45.94,NORMAL
C1351663874,2537773.02,2537773.02,1,14852.0,0,66.99,AT_RISK
C2043249462,153009.42,153009.42,1,7022.0,0,1.26,NORMAL
C1412731701,282646.3,282646.3,1,10723.0,0,3.95,NORMAL
C1520613140,137064.45,137064.45,1,44251.63,0,3.77,NORMAL
C1148117730,272738.29,272738.29,1,40390.0,0,6.25,NORMAL
C1451957091,163332.46,163332.46,1,0.0,1,2.24,NORMAL
C2062164647,423155.15,423155.15,1,89.0,0,14.25,NORMAL
C32565288,78031.26,78031.26,1,78031.26,0,13.06,NORMAL
C1548160337,35660.59,35660.59,1,0.0,1,8.32,NORMAL
C458029957,440041.88,440041.88,1,0.0,1,17.56,NORMAL
C975671702,68458.37,68458.37,1,20973.0,0,3.0,NORMAL
C845319866,360899.9,360899.9,1,0.0,1,11.55,NORMAL
C469782064,266870.35,266870.35,1,3990.65,0,5.09,NORMAL
C1482907436,154485.39,154485.39,1,22094.0,0,0.29,NORMAL
C370771652,52271.34,52271.34,1,0.0,1,5.5,NORMAL
C1139478382,316835.97,316835.97,1,0.0,1,8.26,NORMAL
