src,dst,amount,step,fraudEdge
C689212625,C1330633265,6007.7,13014,0
C325950166,C2009324208,20121.34,13015,0
C325950166,C467131548,34155.23,13019,0
C325950166,C34444984,27930.72,13023,0
C325950166,C1107960128,45997.94,13026,0
C325950166,C1676464240,15648.68,13031,0
C325950166,C669100313,21471.68,13033,0
C325950166,C1439239672,13955.47,13035,0
C505882379,C1158739501,3271.84,13036,0
C505882379,C433463748,9592.84,13040,0
C505882379,C1880500406,48811.38,13046,0
C505882379,C2093020971,42164.79,13051,0
C505882379,C1381942422,23687.59,13057,0
C505882379,C1711286158,32808.65,13060,0
C1483944324,C545954033,13861.02,13064,0
C1483944324,C1223090202,4351.52,13065,0
C1483944324,C1428303163,39050.46,13070,0
C1483944324,C1364992271,1888.42,13073,0
C1483944324,C505882379,8556.64,13076,0
C1483944324,C1864980439,3733.3,13077,0
C1483944324,C1851570325,1043.36,13082,0
C1483944324,C560993247,9793.32,13085,0
C1596492634,C360901778,28405.1,13087,0
C1596492634,C1380929091,2761.19,13091,0
C1596492634,C187435587,5113.94,13094,0
C1596492634,C1191561527,919.7,13097,0
C1596492634,C162052611,37708.13,13100,0
C1596492634,C1486671609,25260.7,13104,0
C1596492634,C1190378285,37716.19,13107,0
C330198568,C1656725645,16900.25,13113,0
C330198568,C1395466415,25427.13,13119,0
C330198568,C350091200,40470.97,13124,0
C330198568,C769838718,1672.42,13126,0
C6336491,C1473177110,34277.51,13130,0
C6336491,C1287390284,44317.59,13131,0
C6336491,C896479916,47664.51,13132,0
C6336491,C593983154,44277.9,13134,0
C6336491,C271666226,32883.9,13140,0
C1305466972,C789753701,30632.58,13146,0
C1305466972,C232396169,46546.25,13151,0
C1305466972,C1598881078,22650.27,13154,0
C1403937813,C1407554161,2480.64,13156,0
C1403937813,C1335273043,38821.66,13162,0
C1403937813,C213567972,12335.98,13166,0
C1403937813,C1956667404,30540.41,13171,0
C2075299524,C217076635,38432.71,13173,0
C2075299524,C383929943,27583.23,13176,0
C2075299524,C769838718,25196.16,13177,0
C2075299524,C1620548194,16029.08,13181,0
C2075299524,C1748587379,8492.89,13184,0
C2075299524,C1884140553,29037.33,13187,0
C2121617366,C31856269,35677.42,13190,0
C2121617366,C1008255259,13268.23,13194,0
C1708233613,C1717255145,47021.56,13198,0
C1708233613,C1364895655,24668.82,13203,0
C1708233613,C1985510985,43020.66,13206,0
C1708233613,C329175665,20747.14,13210,0
C1851953896,C1569419522,4632.78,13215,0
C1851953896,C788813924,25544.15,13219,0
C1851953896,C402220049,43931.73,13222,0
C1851953896,C880687163,2612.44,13228,0
C1851953896,C1431629523,3324.4,13234,0
C1851953896,C2054655290,35137.39,13236,0
C1851953896,C1305466972,893.18,13241,0
C1457107436,C1708233613,42764.54,13242,0
C1457107436,C1171541060,19717.04,13244,0
C1457107436,C162052611,33622.95,13248,0
C1457107436,C449578669,23560.94,13251,0
C1697060630,C1238436951,45914.29,13257,0
C1697060630,C332564438,38526.72,13261,0
C1697060630,C340810163,20375.26,13263,0
C1697060630,C794605939,16205.6,13264,0
C1697060630,C1904088092,24571.6,13269,0
C1697060630,C1294431000,37193.6,13275,0
C1158739501,C1026951232,47452.42,13276,0
C1158739501,C1969236889,32190.71,13278,0
C1158739501,C1320283595,28626.23,13281,0
C1158739501,C916634641,38823.17,13286,0
C557709357,C2021616196,47655.93,13287,0
C557709357,C1655430470,21434.56,13293,0
C557709357,C1648273053,31966.52,13296,0
C557709357,C2030631811,7516.03,13297,0
C557709357,C58297240,20550.89,13300,0
C557709357,C1536042726,43751.91,13303,0
C557709357,C2093020971,43628.81,13307,0
C557709357,C530312278,11098.19,13312,0
C4624279,C1536042726,105895.65,13315,1
C4624279,C1715627080,53537.32,13317,1
C4624279,C1405372551,282872.79,13319,1
C1323010169,C112316255,22120.81,13321,0
C1323010169,C503136876,28730.69,13327,0
C1323010169,C2012490762,28264.97,13328,0
C1323010169,C717757531,10328.72,13333,0
C1323010169,C1356644226,33564.14,13339,0
C1159140488,C1413430787,37270.4,13344,0
C1159140488,C352183253,36789.77,13350,0
C1159140488,C1445662966,7950.06,13351,0
C1449480284,C1079174282,39704.83,13355,0
C1449480284,C1325359929,20616.14,13361,0
C1449480284,C1483016115,36253.16,13366,0
C545954033,C1767577028,37412.52,13370,0
C545954033,C183734705,21298.72,13372,0
C545954033,C87456980,38832.03,13377,0
C545954033,C1305284201,19189.05,13382,0
C545954033,C243508130,10883.27,13385,0
C545954033,C769838718,48601.35,13387,0
C545954033,C1400810946,47777.67,13392,0
C545954033,C853208765,40782.08,13395,0
C2074414270,C1750011781,25206.97,13396,0
C2074414270,C965356935,20995.66,13400,0
C2074414270,C1353926970,17934.46,13403,0
C2074414270,C1705249425,21579.54,13408,0
C1855662354,C1173153117,21704.99,13411,0
C1855662354,C98247698,27861.3,13413,0
C629770074,C340257095,22155.94,13415,0
C629770074,C1855662354,35253.58,13418,0
C629770074,C586613917,49770.48,13419,0
C629770074,C970849252,4937.08,13420,0
C629770074,C503136876,31004.89,13421,0
C629770074,C1391303842,5631.93,13425,0
C2021135336,C585500178,2115.46,13431,0
C2021135336,C1924378826,42659.41,13434,0
C2021135336,C343934374,11532.53,13436,0
C2021135336,C1781130554,27803.6,13440,0
C2021135336,C793507905,10180.23,13441,0
C2021135336,C1676464240,47552.3,13445,0
C2021135336,C1454109276,48397.0,13448,0
C2021135336,C1585738732,20940.27,13452,0
C620620873,C292745604,25624.26,13458,0
C620620873,C1495929099,44040.55,13461,0
C620620873,C1340857712,15716.14,13464,0
C620620873,C439457003,33828.39,13468,0
C620620873,C2075299524,45059.27,13469,0
C620620873,C248664643,2117.39,13473,0
C620620873,C480979569,8092.08,13474,0
C2139095800,C1738220356,12470.64,13477,0
C2139095800,C1833831997,10036.69,13481,0
C2139095800,C328589161,19969.23,13487,0
C2139095800,C495535946,40165.92,13488,0
C2139095800,C1046625320,21740.57,13493,0
C2139095800,C1834789431,19825.38,13499,0
C2139095800,C2099274725,9099.0,13505,0
C2139095800,C1648273053,26105.22,13508,0
C589148316,C746038304,6753.35,13512,0
C589148316,C757387061,31756.33,13513,0
C589148316,C1850999656,42230.02,13517,0
C1410711229,C1263415200,5116.09,13523,0
C1410711229,C1391242358,22152.34,13524,0
C1410711229,C1413910079,38616.6,13530,0
C1410711229,C997179270,1877.01,13532,0
C327322309,C281517226,6962.13,13538,0
C327322309,C2099274725,31905.93,13542,0
C327322309,C2021135336,9734.48,13545,0
C327322309,C856854353,44946.51,13551,0
C327322309,C2004770448,10094.53,13554,0
C327322309,C1445662966,36452.47,13556,0
C1515123743,C1124665734,32100.14,13560,0
C1515123743,C970849252,43413.48,13565,0
C1515123743,C1105000935,23226.82,13566,0
C1515123743,C1804135110,6572.87,13571,0
C1515123743,C1772080172,14481.92,13573,0
C1515123743,C249131970,5092.47,13575,0
C1515123743,C1062050493,42308.87,13579,0
C1515123743,C858447737,19844.61,13581,0
C1960281066,C1340270772,21285.4,13585,0
C1960281066,C630710783,31860.81,13588,0
C1960281066,C1541036104,40523.18,13592,0
C1960281066,C1878861365,15288.37,13594,0
C1960281066,C164853585,33153.49,13596,0
C1960281066,C2113624573,30529.42,13602,0
C1960281066,C1291726171,6301.75,13603,0
C1960281066,C794365891,49690.11,13606,0
C1648566954,C328589161,13097.8,13610,0
C1648566954,C775395714,10045.84,13611,0
C1648566954,C1942755450,27029.73,13612,0
C1648566954,C1171541060,25831.36,13617,0
C1648566954,C1198227650,11207.17,13619,0
C1648566954,C1833831997,6182.03,13622,0
C873327209,C458087638,11378.18,13624,0
C873327209,C1475338800,34734.29,13630,0
C1069666561,C727058943,17753.39,13632,0
C1069666561,C2066853339,32770.26,13637,0
C1069666561,C116148758,37387.13,13641,0
C1069666561,C1213751399,22085.07,13645,0
C957612547,C1751175889,34509.34,13649,0
C957612547,C926481896,14413.6,13655,0
C957612547,C1809680421,5593.28,13659,0
C1728344274,C1464370023,148910.38,13664,1
C1728344274,C207314496,130002.51,13666,1
C1728344274,C2089586468,85143.81,13669,1
C1728344274,C700774192,188758.73,13671,1
C1015609467,C1409981705,44945.79,13674,0
C1015609467,C2105872610,22745.47,13675,0
C1015609467,C286630667,47925.82,13676,0
C1015609467,C1347977125,29550.03,13679,0
C1015609467,C1305466972,30392.16,13682,0
C385685390,C1417123679,21754.65,13688,0
C385685390,C289174898,18208.35,13690,0
C385685390,C773317079,11151.62,13691,0
C385685390,C1095957211,18912.23,13694,0
C385685390,C1276455144,6554.03,13697,0
C385685390,C1413910079,34570.47,13700,0
C876619779,C58297240,16417.28,13706,0
C876619779,C544184049,28301.21,13708,0
C876619779,C1688667094,14538.91,13712,0
C876619779,C229572864,26599.49,13714,0
C1423080038,C563679117,28910.45,13715,0
C1423080038,C17192631,21376.63,13721,0
C1423080038,C1875479407,16230.27,13725,0
C1423080038,C105493020,10308.45,13728,0
C1423080038,C1440897834,40234.9,13729,0
C1423080038,C961237548,2816.2,13733,0
C2087356537,C1508162182,16680.3,13736,0
C2087356537,C1867437819,12202.88,13740,0
C2087356537,C994561171,14609.33,13741,0
C2087356537,C238975352,39273.63,13747,0
C2087356537,C1856788975,49403.76,13752,0
C1576502159,C2113404488,45942.71,13756,0
C1576502159,C2030588908,17200.8,13757,0
C1576502159,C1816190491,3937.98,13758,0
C1576502159,C1119304589,41577.59,13759,0
C187711435,C155474398,28044.28,13763,0
C187711435,C309833771,24944.02,13766,0
C187711435,C685518704,19969.71,13767,0
C187711435,C1711512735,49206.36,13773,0
C187711435,C433650546,42509.28,13777,0
C187711435,C1875539873,42232.24,13778,0
C187711435,C1442696578,5585.81,13783,0
C1547127870,C243852255,5704.22,13785,0
C1547127870,C1621778977,43138.74,13788,0
C1922274919,C351654797,45162.69,13794,0
C1922274919,C1797466346,40899.31,13797,0
C1922274919,C85553282,49483.47,13802,0
C1922274919,C855876592,43466.74,13808,0
C1922274919,C1869187949,44224.31,13811,0
C60871227,C1156579431,4214.59,13812,0
C60871227,C312653614,34552.12,13815,0
C26292989,C1330633265,23304.34,13819,0
C26292989,C1797466346,16306.97,13821,0
C26292989,C1293800941,37775.22,13823,0
C26292989,C1912755229,32026.73,13827,0
C844367463,C1198227650,12405.91,13833,0
C844367463,C1089402826,33232.81,13837,0
C1120652702,C655499286,5044.07,13840,0
C1120652702,C159185991,35713.38,13843,0
C1120652702,C939349615,28146.5,13846,0
C1120652702,C155314837,33144.3,13848,0
C967157515,C2089586468,33689.7,13854,0
C967157515,C1783574270,41016.32,13858,0
C967157515,C1056458353,24638.46,13860,0
C967157515,C961237548,10828.74,13863,0
C967157515,C597865509,38199.33,13868,0
C967157515,C1083957319,42993.71,13873,0
C967157515,C212226566,35571.36,13876,0
C967157515,C640363663,8122.95,13882,0
C1340857712,C1949097138,45876.51,13887,0
C1340857712,C1092991821,48765.7,13891,0
C1579335036,C693738293,21443.15,13896,0
C1579335036,C1406727955,15703.77,13902,0
C1579335036,C1875539873,32594.96,13907,0
C1579335036,C1508612263,23317.23,13909,0
C1579335036,C494285003,37378.79,13910,0
C1579335036,C563679117,1321.1,13912,0
C1455477306,C479562512,33263.33,13916,0
C1455477306,C1634370316,17921.86,13920,0
C1455477306,C330337392,46382.92,13921,0
C1609389683,C365854186,25358.42,13922,0
C1609389683,C1779755882,17020.11,13927,0
C1609389683,C1121445525,13993.15,13931,0
C1609389683,C1455477306,2932.15,13932,0
C407542871,C2060950168,86398.08,13936,1
C407542871,C1627520728,150616.79,13939,1
C407542871,C1463327340,37209.45,13941,1
C407542871,C1131591540,195671.73,13942,1
C407542871,C2030588908,69776.03,13943,1
C407542871,C1037146961,269042.25,13944,1
C407542871,C1482907436,83522.58,13947,1
C289174898,C1893303564,20525.69,13948,0
C289174898,C1457147629,5514.56,13952,0
C289174898,C351654797,41291.4,13958,0
C289174898,C1895482878,13779.21,13964,0
C289174898,C1705249425,8965.94,13966,0
C289174898,C17192631,17707.84,13968,0
C1868585037,C2045923266,45435.23,13971,0
C1868585037,C896698325,24099.54,13976,0
C1868585037,C787994276,42701.91,13979,0
C1868585037,C1236928666,12311.66,13985,0
C1868585037,C874228218,34231.4,13988,0
C1868585037,C771864078,9773.55,13990,0
C1868585037,C1676464240,7520.77,13994,0
C449578669,C1036473814,8950.89,13995,0
C449578669,C256892977,29903.26,13996,0
C449578669,C647803164,29366.36,14000,0
C449578669,C1009000027,43724.32,14004,0
C449578669,C1855032246,5914.61,14008,0
C449578669,C1755112748,28579.7,14009,0
C449578669,C2093551167,41850.27,14012,0
C946683577,C1497714276,15577.81,14017,0
C946683577,C102076920,17116.03,14023,0
C946683577,C1051842513,36873.34,14027,0
C946683577,C769930754,13238.31,14032,0
C946683577,C595935964,13050.07,14036,0
C946683577,C343934374,1171.27,14040,0
C1875539873,C757387061,33364.88,14043,0
C1875539873,C518784254,24475.56,14048,0
C1875539873,C1376595949,34446.32,14051,0
C1875539873,C1198642797,32170.12,14057,0
C1381942422,C375145280,2029.78,14059,0
C1381942422,C970849252,37180.12,14064,0
C1381942422,C1197593893,18291.29,14068,0
C1381942422,C1240972306,4919.06,14074,0
C1381942422,C71277599,32117.32,14078,0
C976191623,C156573355,44455.75,14081,0
C976191623,C1924378826,29662.82,14085,0
C976191623,C87456980,15811.5,14088,0
C976191623,C1859875288,29186.08,14089,0
C976191623,C1462298080,17492.08,14095,0
C976191623,C826402421,6586.58,14100,0
C976191623,C357573467,28549.79,14104,0
C245717919,C279958624,7782.99,14107,0
C245717919,C366224747,7936.27,14113,0
C245717919,C965600545,31377.86,14116,0
C245717919,C1069301457,8549.04,14122,0
C834587736,C1752092471,22965.98,14126,0
C834587736,C2014356054,14509.36,14128,0
C834587736,C844334246,6610.07,14133,0
C834587736,C1164155731,15638.16,14137,0
C2030588908,C1590340689,7317.08,14141,0
C2030588908,C199462424,39370.53,14144,0
C2030588908,C181258443,33433.64,14149,0
C2030588908,C1024202307,8174.33,14154,0
C1570698094,C1924548187,14894.7,14155,0
C1570698094,C1884140553,23922.3,14156,0
C1570698094,C180499019,12812.06,14159,0
C1570698094,C1319437678,32033.71,14165,0
C1570698094,C12082883,20256.12,14169,0
C1570698094,C454480486,44705.17,14170,0
C1570698094,C454414142,30053.42,14173,0
C13727364,C340257095,34324.4,14175,0
C13727364,C156573355,12876.01,14177,0
C13727364,C1413910079,27937.05,14181,0
C13727364,C573343612,15597.31,14184,0
C13727364,C243508130,28549.92,14187,0
C13727364,C593385668,23327.14,14193,0
C1468822318,C764104255,135360.89,14195,1
C1468822318,C792260486,153625.48,14197,1
C1468822318,C1335522700,215216.56,14200,1
C1468822318,C1475338800,109487.18,14202,1
C1468822318,C564844280,129049.17,14204,1
C605500145,C1431859543,4877.23,14206,0
C605500145,C2122852554,30952.82,14208,0
C605500145,C1445440249,39438.29,14211,0
C605500145,C1295344274,25854.24,14216,0
C605500145,C196774838,31234.04,14218,0
C439669040,C1513534074,20445.64,14223,0
C439669040,C102076920,23408.99,14224,0
C439669040,C1922274919,23280.93,14229,0
C439669040,C1767577028,4690.63,14230,0
C762548370,C1875532915,34684.35,14233,0
C762548370,C1406125934,6511.41,14234,0
C762548370,C1414696697,33883.44,14239,0
C762548370,C370771652,35989.09,14245,0
C762548370,C769838718,10650.69,14251,0
C762548370,C1407554161,28321.44,14253,0
C762548370,C983716067,7251.94,14257,0
C762548370,C2066853339,32163.57,14263,0
C1732920013,C1674311779,40378.03,14265,0
C1732920013,C142852110,34544.85,14270,0
C1732920013,C577095293,3823.53,14271,0
C1732920013,C132091117,30387.64,14273,0
C1147401468,C549430717,41719.96,14274,0
C1147401468,C1520121779,19840.34,14278,0
C1147401468,C395585252,15346.23,14279,0
C1147401468,C474979153,49143.47,14283,0
C1147401468,C1679126675,42165.18,14285,0
C1147401468,C853583605,13383.44,14290,0
C95888305,C415472294,1572.06,14295,0
C95888305,C1561706130,41018.23,14297,0
C95888305,C1473422201,12413.75,14303,0
C95888305,C1628572245,37212.4,14308,0
C95888305,C1662732646,10417.38,14313,0
C95888305,C1455871890,14856.79,14317,0
C95888305,C2123718613,5450.97,14323,0
C379005544,C999120452,35033.81,14328,0
C379005544,C1524937803,23466.2,14329,0
C379005544,C1804135110,7834.24,14333,0
C379005544,C1576502159,23125.57,14336,0
C379005544,C1960281066,19776.76,14341,0
C2044588037,C892070188,31183.88,14346,0
C2044588037,C2137060254,45451.36,14347,0
C2044588037,C1247255001,48158.43,14350,0
C2044588037,C713699216,44180.0,14354,0
C988213089,C1662299226,42864.06,14358,0
C988213089,C1171541060,10933.62,14363,0
C988213089,C547553240,26490.25,14369,0
C988213089,C1590110733,3606.91,14374,0
C129101560,C601811849,28375.81,14380,0
C129101560,C1228425454,35901.53,14384,0
C129101560,C577095293,14277.84,14386,0
C2037480693,C26292989,19137.88,14392,0
C2037480693,C1073393831,30489.17,14396,0
C2037480693,C2137060254,29013.93,14398,0
C2037480693,C1378864520,38882.2,14403,0
C2044785767,C1656725645,47782.13,14408,0
C2044785767,C2021551715,29432.41,14411,0
C2044785767,C1413430787,3844.71,14415,0
C2044785767,C1412731701,42675.54,14416,0
C835453107,C2079689660,25221.98,14418,0
C835453107,C562983897,24082.44,14424,0
C835453107,C101051316,49075.76,14426,0
C1130130133,C604989723,3565.37,14432,0
C1130130133,C1899520640,6166.45,14435,0
C1130130133,C321432587,4107.64,14441,0
C1130130133,C1074299435,30523.4,14444,0
C1130130133,C589148316,46215.77,14445,0
C1130130133,C1503810075,5829.22,14448,0
C1130130133,C340644289,19192.63,14452,0
C1130130133,C266290457,28902.09,14458,0
C1635287948,C103867796,34103.03,14460,0
C1635287948,C2142754884,10459.04,14462,0
C1635287948,C1810331639,21986.12,14464,0
C133737212,C1655430470,10575.21,14469,0
C133737212,C102709320,44717.91,14471,0
C133737212,C642179744,38832.09,14474,0
C133737212,C1652405049,27555.75,14479,0
C133737212,C2020233153,17365.21,14480,0
C133737212,C1259772413,36633.87,14486,0
C133737212,C1462802566,32290.5,14492,0
C133737212,C2079689660,9911.78,14496,0
C1153178802,C1679126675,42744.37,14498,0
C1153178802,C1590110733,22224.46,14499,0
C1153178802,C1417123679,19117.85,14505,0
C1153178802,C950322123,28673.04,14506,0
C1153178802,C394344903,39228.17,14508,0
C1153178802,C2122852554,5495.19,14511,0
C813060377,C1105000935,16880.53,14515,0
C813060377,C1856788975,41155.73,14517,0
C813060377,C1826109553,46152.53,14520,0
C1791302646,C686560607,4201.47,14523,0
C1791302646,C547553240,12449.22,14528,0
C1791302646,C1073393831,46624.55,14533,0
C1791302646,C242862115,15955.85,14538,0
C1791302646,C896698325,3304.09,14543,0
C630710783,C920317205,46877.88,14549,0
C630710783,C465885441,32834.98,14552,0
C938558265,C865532918,44457.39,14553,0
C938558265,C519862251,7394.79,14554,0
C938558265,C1458277353,40929.74,14559,0
C938558265,C775646822,46246.63,14562,0
C800735391,C1608515054,4109.14,14568,0
C800735391,C563736801,45264.03,14573,0
C1662572005,C423510769,30815.42,14579,0
C1662572005,C105493020,44432.17,14580,0
C1662572005,C1095533087,47356.73,14584,0
C1662572005,C433650546,36304.82,14587,0
C1662572005,C803875434,2262.2,14588,0
C1662572005,C150824388,11649.63,14593,0
C1662572005,C1701243891,21860.02,14596,0
C1662572005,C15363457,39186.32,14599,0
C1005997884,C1299249468,38793.86,14601,0
C1005997884,C2093424200,26942.2,14603,0
C150824388,C1768832201,38401.24,14607,0
C150824388,C229602999,6699.25,14613,0
C150824388,C74171179,21628.26,14619,0
C150824388,C794392179,6221.37,14621,0
C150824388,C1079368103,44908.76,14622,0
C150824388,C1375239528,17913.56,14625,0
C150824388,C873327209,22107.98,14628,0
C446563989,C208457491,997.46,14629,0
C446563989,C1213751399,37500.05,14633,0
C446563989,C1412731701,28618.41,14638,0
C196736296,C1955792345,17897.23,14639,1
C196736296,C1967087887,182712.72,14641,1
C196736296,C1809899885,299436.2,14642,1
C196736296,C2113624573,183806.53,14643,1
C196736296,C1253065800,198986.93,14645,1
C196736296,C378760111,27657.13,14648,1
C196736296,C794605939,281819.19,14650,1
C196736296,C324424184,151004.13,14651,1
C1091453035,C1240972306,14987.83,14654,0
C1091453035,C375145280,12588.19,14660,0
C1091453035,C356788223,16283.52,14663,0
C1091453035,C2072502602,25420.55,14668,0
C1091453035,C1465558559,17658.45,14669,0
C1091453035,C402220049,35422.33,14673,0
C1091453035,C1406727955,24567.28,14678,0
C1091453035,C1798576800,10575.97,14679,0
C1569952970,C1829661689,36383.08,14681,0
C1569952970,C1224956668,2275.45,14683,0
C1569952970,C776547306,35067.93,14685,0
C1569952970,C1994740453,38327.5,14691,0
C1569952970,C1263415200,1553.84,14692,0
C1569952970,C778692585,13879.78,14693,0
C1569952970,C65693589,19516.74,14698,0
C1569952970,C1596492634,3456.14,14699,0
C1179249880,C1769197808,2698.57,14704,0
C1179249880,C983992720,19276.69,14706,0
C1179249880,C2021135336,21838.71,14712,0
C1179249880,C1410711229,33189.92,14713,0
C1179249880,C793507905,27306.68,14714,0
C676627027,C290582082,44711.88,14717,0
C676627027,C251149739,40607.06,14720,0
C2055583119,C1650777975,36426.42,14725,0
C2055583119,C1431859543,21986.76,14730,0
C2055583119,C1867492585,39239.33,14734,0
C340644289,C1809899885,42996.45,14740,0
C340644289,C105493020,23443.38,14745,0
C340644289,C332564438,36101.4,14750,0
C340644289,C1286442459,13374.99,14755,0
C340644289,C957612547,23632.96,14759,0
C340644289,C136792119,7027.7,14761,0
C340644289,C1647947788,14394.66,14762,0
C340644289,C1326729088,47572.88,14768,0
C401008202,C1634680748,17207.85,14769,0
C401008202,C1092218591,2411.01,14773,0
C401008202,C481871180,18403.9,14776,0
C196774838,C764104255,1110.79,14782,0
C196774838,C701548131,28637.83,14785,0
C196774838,C644946329,41881.99,14788,0
C196774838,C665571455,22468.53,14790,0
C865532918,C1662299226,32068.28,14791,0
C865532918,C1184780682,11283.2,14796,0
C865532918,C1816190491,29188.73,14797,0
C865532918,C937290049,14184.06,14798,0
C865532918,C235487565,27796.67,14803,0
C489156799,C1276455144,13347.27,14804,0
C489156799,C438308327,6797.51,14808,0
C489156799,C692911976,9137.52,14814,0
C489156799,C1912195711,32970.92,14819,0
C489156799,C944899748,6165.1,14821,0
C2060950168,C832399448,29204.59,14822,0
C2060950168,C1665293797,27893.68,14823,0
C2060950168,C373309002,3510.24,14825,0
C1325165537,C28144994,27251.85,14831,0
C1325165537,C945880921,30228.65,14832,0
C1325165537,C1648214789,5903.59,14835,0
C1325165537,C552424755,22468.73,14840,0
C224523988,C885639062,16626.56,14845,0
C224523988,C997179270,41542.32,14848,0
C1851570325,C2145958558,1722.38,14854,0
C1851570325,C1299678524,39514.14,14859,0
C1851570325,C755371465,48767.39,14862,0
C1851570325,C575159263,19048.42,14868,0
C1851570325,C1838817659,31284.86,14871,0
C910140643,C1190378285,1764.0,14873,0
C910140643,C1407554161,10968.24,14878,0
C910140643,C2086174770,25784.41,14881,0
C910140643,C32565288,25655.02,14887,0
C1791283743,C907455723,7928.7,14892,0
C1791283743,C483776122,4383.03,14898,0
C1791283743,C4624279,47951.95,14899,0
C1791283743,C920317205,28487.42,14901,0
C1791283743,C360901778,31701.06,14906,0
C1791283743,C713699216,21194.97,14912,0
C1791283743,C314734472,6501.5,14918,0
C1234700910,C1105000935,13824.54,14923,0
C1234700910,C1617211333,15006.73,14928,0
C1234700910,C154119585,16769.88,14930,0
C1234700910,C970849252,11929.09,14933,0
C1234700910,C53764087,37535.32,14936,0
C1234700910,C960841583,34807.12,14937,0
C1234700910,C1968518833,36773.52,14941,0
C1234700910,C685518704,18413.12,14945,0
C108521131,C526559984,11902.32,14948,0
C108521131,C2113624573,11873.28,14952,0
C108521131,C1221238251,46322.99,14954,0
C108521131,C273657280,38934.19,14956,0
C108521131,C148642167,33868.2,14960,0
C108521131,C110491186,7337.94,14966,0
C755371465,C1800138623,49170.76,14969,0
C755371465,C1203444673,24962.91,14974,0
C755371465,C2054655290,45043.69,14976,0
C755371465,C1255834702,1267.86,14980,0
C755371465,C1416332676,21221.97,14981,0
C755371465,C988213089,35713.4,14986,0
C755371465,C196774838,37271.27,14990,0
C755371465,C605736044,43538.21,14992,0
C412981216,C185430500,49501.71,14996,0
C412981216,C638072409,25987.41,14998,0
C2128681806,C489156799,28068.57,15003,0
C2128681806,C905867092,15022.9,15009,0
C2128681806,C1849850394,44922.6,15012,0
C2128681806,C834587736,29778.16,15015,0
C2128681806,C277958062,5834.7,15020,0
C256892977,C580410563,46075.82,15026,0
C256892977,C1170414322,45578.37,15030,0
C1405372551,C1323285814,35155.63,15036,0
C1405372551,C340257095,9580.81,15042,0
C1405372551,C1880015050,45858.92,15047,0
C1405372551,C1796859127,4647.58,15052,0
C1405372551,C1758310524,29880.89,15053,0
C160753255,C1844895624,36265.39,15056,0
C160753255,C1355703897,47266.02,15059,0
C160753255,C1323010169,11997.05,15060,0
C160753255,C549228914,17385.3,15064,0
C160753255,C378760111,26125.04,15069,0
C160753255,C1037146961,29201.5,15074,0
C160753255,C1864820099,14620.23,15078,0
C1409981705,C1650777975,40792.37,15082,0
C1409981705,C241505806,44178.02,15088,0
C1409981705,C1838817659,10928.69,15094,0
C1409981705,C1538062752,14273.68,15099,0
C1648273053,C746038304,6368.28,15104,0
C1648273053,C1578019969,24588.47,15107,0
C1648273053,C586613917,44324.78,15109,0
C1648273053,C1464370023,46990.64,15112,0
C149261458,C1711512735,5250.81,15115,0
C149261458,C101051316,42020.1,15120,0
C149261458,C2136934232,1853.83,15122,0
C149261458,C165632769,48012.91,15123,0
C149261458,C954995218,27126.84,15128,0
C149261458,C1737507720,829.92,15130,0
C1956667404,C1042420111,36738.43,15131,0
C1956667404,C624411148,6745.85,15136,0
C1956667404,C535673824,15099.61,15140,0
C1956667404,C755371465,35954.42,15141,0
C365854186,C1662732646,49657.32,15142,0
C365854186,C563736801,33601.42,15148,0
C365854186,C2016004703,40280.23,15151,0
C365854186,C421886919,39769.35,15157,0
C365854186,C848899360,4180.34,15163,0
C12082883,C1046625320,203264.04,15165,1
C12082883,C944899748,213508.89,15166,1
C12082883,C1355703897,268220.39,15168,1
C12082883,C1419670273,132846.4,15169,1
C12082883,C1824178782,239288.23,15172,1
C12082883,C1754742262,61167.61,15174,1
C1662732646,C821727545,29524.0,15177,0
C1662732646,C1095533087,33830.71,15179,0
C1662732646,C183734705,23770.71,15182,0
C1662732646,C1062050493,40786.51,15186,0
C1662732646,C1422450022,25087.96,15192,0
C1662732646,C801943557,10329.36,15194,0
C1662732646,C848899360,47566.22,15195,0
C86659213,C1071982659,10823.08,15201,0
C86659213,C1236928666,2421.23,15203,0
C86659213,C638186017,13522.15,15209,0
C86659213,C443374393,31735.81,15213,0
C86659213,C685703062,32066.87,15215,0
C86659213,C1043178774,26757.83,15219,0
C86659213,C288155087,43955.54,15221,0
C510981264,C210510845,31686.36,15223,0
C510981264,C187615119,18177.83,15228,0
C510981264,C48284025,15123.15,15232,0
C510981264,C2084085435,6062.19,15234,0
C1270671391,C1942272975,6233.05,15237,0
C1270671391,C1215018696,47837.62,15241,0
C1270671391,C1520121779,6120.05,15247,0
C1270671391,C1456638373,20205.42,15253,0
C1270671391,C1791283743,38797.25,15255,0
C638186017,C1620548194,13762.23,15259,0
C638186017,C877014249,44545.63,15261,0
C638186017,C1182523731,3509.76,15265,0
C638186017,C133737212,13449.46,15268,0
C638186017,C794365891,20855.84,15271,0
C638186017,C664919573,21547.36,15275,0
C638186017,C19857962,45662.25,15278,0
C638186017,C1407554161,24532.52,15281,0
C236384347,C924277945,20785.67,15283,0
C236384347,C1497814741,43843.29,15288,0
C236384347,C123928224,10706.94,15293,0
C236384347,C469060492,5960.62,15299,0
C971830512,C322762576,1545.33,15304,0
C971830512,C1569419522,4967.51,15308,0
